N° du client,Statut du client,Âge du client,Genre du client,Nb de personnes à charge,Niveau de diplôme,Statut marital,Catégorie du revenu annuel,Type de carte,Durée d'engagement en mois,Nb de mois inactif,Nb d'interactions,Montant crédit renouvellé,Nb de transactions,Utilisation moyenne de la carte,risque_inactivite,risque_interactions,risque_credit,risque_transactions,risque_utilisation,score_risque,niveau_risque
748326258,Client actuel,48,M,3,Niveau Bac+2,Célibataire,$80K - $120K,Blue,41,5,3,1632,41,0.133,1,0,0,1,1,3,Modéré
770817783,Client actuel,47,M,4,Licence,Marié(e),$60K - $80K,Silver,33,2,1,1679,27,0.049,0,0,0,1,1,2,Modéré
779353083,Client actuel,47,M,2,Licence,Célibataire,$60K - $80K,Silver,32,2,2,1468,32,0.043,0,0,0,1,1,2,Modéré
711441333,Client actuel,43,F,1,Lycée (équivalent baccalauréat),Divorcé(e),Moins de $40K,Silver,35,2,2,1580,27,0.15,0,0,0,1,1,2,Modéré
809164083,Client actuel,63,M,1,Licence,Marié(e),$40K - $60K,Blue,56,1,2,1779,37,0.679,0,0,0,1,0,1,Faible
820596183,Client actuel,58,M,2,Niveau Bac+2,Célibataire,$120K +,Blue,53,3,0,2395,48,0.098,0,0,0,0,1,1,Faible
715999608,Client actuel,53,F,2,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,36,1,2,1649,26,0.694,0,0,0,1,0,1,Faible
710565408,Client actuel,59,M,0,Non connu,Non connu,$80K - $120K,Silver,40,2,3,1359,26,0.039,0,0,0,1,1,2,Modéré
805543158,Client actuel,52,M,3,Licence,Marié(e),$120K +,Blue,47,3,3,2207,40,0.199,0,0,0,1,0,1,Faible
709752183,Client actuel,48,M,3,Lycée (équivalent baccalauréat),Célibataire,$60K - $80K,Blue,36,2,2,2517,37,0.22,0,0,0,1,0,1,Faible
716479233,Client actuel,43,M,4,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,36,3,2,1721,21,0.13,0,0,0,1,1,2,Modéré
713837058,Client actuel,48,M,2,Niveau Bac+2,Célibataire,Moins de $40K,Blue,36,2,3,1955,24,0.76,0,0,0,1,0,1,Faible
718876683,Client actuel,43,F,4,Licence,Célibataire,Moins de $40K,Blue,31,2,0,1168,32,0.202,0,0,0,1,0,1,Faible
770746908,Client actuel,44,M,4,Non connu,Marié(e),$60K - $80K,Blue,30,1,2,2509,32,0.319,0,0,0,1,0,1,Faible
794843883,Client actuel,41,M,3,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,35,1,2,1202,33,0.035,0,0,0,1,1,2,Modéré
803043933,Client actuel,44,F,3,Sans diplôme,Divorcé(e),Moins de $40K,Silver,38,1,3,1835,25,0.165,0,0,0,1,0,1,Faible
758076408,Client actuel,50,M,2,Non connu,Célibataire,$40K - $60K,Blue,43,1,3,1603,43,0.863,0,0,0,1,0,1,Faible
714606558,Client actuel,60,F,1,Sans diplôme,Marié(e),Moins de $40K,Blue,36,1,0,1272,22,0.665,0,0,0,1,0,1,Faible
778425408,Client actuel,44,M,4,Licence,Marié(e),$80K - $120K,Blue,24,3,0,2295,24,0.598,0,0,0,1,0,1,Faible
714171108,Client actuel,48,F,3,Licence,Divorcé(e),$40K - $60K,Blue,39,2,3,1141,20,0.539,0,0,0,1,0,1,Faible
719662458,Client actuel,44,F,2,Licence,Divorcé(e),Moins de $40K,Blue,27,2,2,679,29,0.472,0,0,0,1,0,1,Faible
713137233,Client actuel,41,M,2,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,28,3,0,1789,24,0.064,0,0,0,1,1,2,Modéré
769425858,Client actuel,45,M,3,Niveau Bac+2,Célibataire,$60K - $80K,Blue,32,1,2,0,26,0.0,0,0,1,1,1,3,Modéré
711297483,Client actuel,47,F,2,Sans diplôme,Divorcé(e),Moins de $40K,Silver,34,4,2,2222,38,0.16,1,0,0,1,1,3,Modéré
788900883,Client actuel,51,F,2,Licence,Marié(e),Moins de $40K,Blue,36,1,3,1304,38,0.42,0,0,0,1,0,1,Faible
758348808,Client actuel,51,M,2,Licence,Célibataire,$120K +,Blue,44,3,3,1666,18,0.048,0,0,0,1,1,2,Modéré
708711483,Client actuel,57,M,2,Non connu,Célibataire,$80K - $120K,Blue,46,3,0,1740,21,0.092,0,0,0,1,1,2,Modéré
717906783,Client actuel,41,M,5,Licence,Célibataire,$120K +,Blue,29,2,2,1748,26,0.336,0,0,0,1,0,1,Faible
719437908,Client actuel,44,M,3,Master,Divorcé(e),$80K - $120K,Blue,36,2,2,1644,50,0.092,0,0,0,0,1,1,Faible
769433508,Client actuel,43,M,1,Niveau Bac+2,Célibataire,$60K - $80K,Blue,37,3,3,1819,25,0.666,0,0,0,1,0,1,Faible
790096533,Client actuel,55,M,2,Niveau Bac+2,Célibataire,$60K - $80K,Blue,48,3,2,1301,27,0.147,0,0,0,1,1,2,Modéré
787541883,Client actuel,44,M,3,Licence,Non connu,$80K - $120K,Blue,33,3,3,0,27,0.0,0,0,1,1,1,3,Modéré
709930758,Client actuel,41,M,2,Sans diplôme,Marié(e),$40K - $60K,Blue,30,3,3,1222,33,0.11,0,0,0,1,1,2,Modéré
789830058,Client actuel,44,M,4,Non connu,Marié(e),$80K - $120K,Blue,34,1,2,1585,36,0.073,0,0,0,1,1,2,Modéré
710741208,Client actuel,39,M,2,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,36,2,2,1475,25,0.28,0,0,0,1,0,1,Faible
715341858,Client actuel,54,M,2,Licence,Célibataire,$80K - $120K,Blue,46,2,3,1289,49,0.65,0,0,0,0,0,0,Faible
793636308,Client actuel,49,M,3,Sans diplôme,Célibataire,$80K - $120K,Blue,43,2,2,1650,33,0.355,0,0,0,1,0,1,Faible
713779908,Client actuel,46,F,3,Doctorat,Célibataire,Non connu,Blue,36,3,2,1666,36,0.761,0,0,0,1,0,1,Faible
709703433,Client actuel,47,M,3,Licence,Marié(e),$60K - $80K,Blue,38,1,2,1532,25,0.072,0,0,0,1,1,2,Modéré
721022433,Client actuel,44,M,2,Doctorat,Célibataire,$60K - $80K,Blue,36,1,2,2480,35,0.327,0,0,0,1,0,1,Faible
710103558,Client actuel,50,M,3,Master,Célibataire,$120K +,Blue,31,1,2,1486,28,0.459,0,0,0,1,0,1,Faible
715952883,Client actuel,73,M,0,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,36,3,2,1125,34,0.252,0,0,0,1,0,1,Faible
719731458,Client actuel,56,M,3,Non connu,Non connu,$40K - $60K,Blue,46,3,4,709,27,0.244,0,1,0,1,0,2,Modéré
787348608,Client actuel,70,M,0,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,56,2,3,1495,15,0.46,0,0,0,1,0,1,Faible
709485033,Client actuel,55,F,2,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,36,3,3,1152,26,0.489,0,0,0,1,0,1,Faible
715432608,Client actuel,43,M,4,Non connu,Célibataire,$60K - $80K,Blue,36,1,0,953,34,0.043,0,0,0,1,1,2,Modéré
799471833,Client actuel,45,M,1,Sans diplôme,Célibataire,$120K +,Blue,39,2,2,1510,38,0.482,0,0,0,1,0,1,Faible
714187533,Client actuel,45,F,2,Sans diplôme,Célibataire,$40K - $60K,Blue,35,3,0,849,28,0.24,0,0,0,1,0,1,Faible
779656908,Client actuel,40,M,1,Licence,Marié(e),$40K - $60K,Blue,23,3,2,1378,29,0.197,0,0,0,1,0,1,Faible
788950158,Client actuel,36,M,2,Niveau Bac+2,Non connu,$80K - $120K,Blue,22,2,3,1652,39,0.048,0,0,0,1,1,2,Modéré
710620383,Client actuel,43,M,4,Non connu,Marié(e),$60K - $80K,Blue,35,3,2,1171,17,0.048,0,0,0,1,1,2,Modéré
778661358,Client actuel,46,F,1,Non connu,Marié(e),Moins de $40K,Blue,36,3,2,2143,40,0.866,0,0,0,1,0,1,Faible
789483333,Client actuel,41,M,2,Sans diplôme,Marié(e),$40K - $60K,Blue,32,1,3,795,23,0.152,0,0,0,1,1,2,Modéré
809855808,Client actuel,51,F,2,Licence,Marié(e),Moins de $40K,Blue,46,2,2,1650,20,0.317,0,0,0,1,0,1,Faible
718464258,Client actuel,51,F,3,Non connu,Non connu,Moins de $40K,Blue,25,2,2,1082,22,0.114,0,0,0,1,1,2,Modéré
708528483,Client actuel,43,F,4,Licence,Divorcé(e),Non connu,Blue,23,3,2,2430,33,0.762,0,0,0,1,0,1,Faible
719942883,Client actuel,54,M,5,Licence,Marié(e),$60K - $80K,Blue,38,3,3,1434,18,0.626,0,0,0,1,0,1,Faible
807226683,Client actuel,48,M,3,Non connu,Célibataire,$40K - $60K,Blue,43,1,3,1115,41,0.211,0,0,0,1,0,1,Faible
717806133,Client actuel,40,M,2,Sans diplôme,Divorcé(e),$60K - $80K,Blue,29,3,0,0,31,0.0,0,0,1,1,1,3,Modéré
720615708,Client actuel,57,M,0,Sans diplôme,Marié(e),$40K - $60K,Blue,45,2,2,0,32,0.0,0,0,1,1,1,3,Modéré
714511758,Client actuel,45,M,4,Licence,Marié(e),$80K - $120K,Blue,40,3,0,1029,16,0.162,0,0,0,1,0,1,Faible
715050408,Client actuel,41,M,3,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,36,3,3,1576,32,0.196,0,0,0,1,0,1,Faible
721132233,Client actuel,42,F,4,Sans diplôme,Marié(e),Moins de $40K,Blue,31,2,2,1769,30,0.734,0,0,0,1,0,1,Faible
712069008,Client actuel,42,F,4,Sans diplôme,Marié(e),Moins de $40K,Blue,23,2,0,1007,33,0.446,0,0,0,1,0,1,Faible
715996983,Client actuel,47,M,4,Sans diplôme,Divorcé(e),$80K - $120K,Blue,30,2,2,2481,31,0.14,0,0,0,1,1,2,Modéré
773466258,Client actuel,48,F,4,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,42,1,3,1100,22,0.262,0,0,0,1,0,1,Faible
798983508,Client actuel,43,M,1,Licence,Célibataire,$80K - $120K,Silver,37,3,2,1440,34,0.042,0,0,0,1,1,2,Modéré
719117433,Client actuel,41,M,4,Lycée (équivalent baccalauréat),Non connu,$80K - $120K,Blue,36,3,0,2168,24,0.094,0,0,0,1,1,2,Modéré
716451183,Client actuel,54,F,1,Sans diplôme,Marié(e),$40K - $60K,Blue,44,2,3,1711,21,0.308,0,0,0,1,0,1,Faible
715085733,Client actuel,61,M,0,Licence,Marié(e),$40K - $60K,Blue,52,1,2,1999,33,0.68,0,0,0,1,0,1,Faible
788977833,Client actuel,61,M,0,Sans diplôme,Célibataire,$80K - $120K,Blue,48,1,0,1274,41,0.238,0,0,0,1,0,1,Faible
708421833,Client actuel,45,F,4,Licence,Célibataire,Moins de $40K,Blue,36,3,2,2517,30,0.753,0,0,0,1,0,1,Faible
709879458,Client actuel,54,F,3,Doctorat,Marié(e),Non connu,Blue,46,2,3,1376,45,0.724,0,0,0,1,0,1,Faible
715120608,Client actuel,44,M,3,Licence,Célibataire,$60K - $80K,Blue,37,3,2,1703,27,0.117,0,0,0,1,1,2,Modéré
770632758,Client actuel,50,F,4,Doctorat,Célibataire,Non connu,Blue,36,3,2,1608,33,0.638,0,0,0,1,0,1,Faible
779078733,Client actuel,55,M,2,Doctorat,Célibataire,$60K - $80K,Blue,36,4,3,1682,36,0.102,1,0,0,1,1,3,Modéré
771742533,Client actuel,48,M,2,Licence,Non connu,$40K - $60K,Blue,36,1,2,1718,28,0.131,0,0,0,1,1,2,Modéré
720250158,Client actuel,45,M,2,Niveau Bac+2,Célibataire,$60K - $80K,Blue,33,3,0,1814,37,0.078,0,0,0,1,1,2,Modéré
716458983,Client actuel,60,M,0,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,36,1,3,837,29,0.255,0,0,0,1,0,1,Faible
713747733,Client actuel,55,M,2,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,47,3,2,2217,41,0.716,0,0,0,1,0,1,Faible
712270158,Client actuel,62,F,0,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,52,2,3,1250,31,0.609,0,0,0,1,0,1,Faible
789562383,Client actuel,38,F,1,Lycée (équivalent baccalauréat),Non connu,Moins de $40K,Blue,30,3,0,583,24,0.405,0,0,1,1,0,2,Modéré
754897008,Client actuel,46,M,3,Lycée (équivalent baccalauréat),Célibataire,$40K - $60K,Blue,39,3,2,1418,26,0.15,0,0,0,1,1,2,Modéré
819700533,Client actuel,50,M,0,Lycée (équivalent baccalauréat),Célibataire,$120K +,Silver,45,2,3,2303,27,0.154,0,0,0,1,1,2,Modéré
712890408,Client actuel,45,M,2,Sans diplôme,Célibataire,$60K - $80K,Blue,36,3,2,1343,30,0.605,0,0,0,1,0,1,Faible
720248208,Client actuel,47,M,3,Master,Divorcé(e),$60K - $80K,Blue,37,3,0,1577,26,0.275,0,0,0,1,0,1,Faible
779749908,Client actuel,48,M,4,Niveau Bac+2,Marié(e),$60K - $80K,Gold,33,2,3,2061,32,0.06,0,0,0,1,1,2,Modéré
717401883,Client actuel,35,M,3,Sans diplôme,Marié(e),$60K - $80K,Blue,22,2,2,1130,44,0.162,0,0,0,1,0,1,Faible
721509558,Client actuel,51,M,2,Licence,Célibataire,$120K +,Blue,42,3,0,1707,40,0.07,0,0,0,1,1,2,Modéré
710572458,Client actuel,36,F,3,Lycée (équivalent baccalauréat),Marié(e),Non connu,Blue,24,1,1,0,43,0.0,0,0,1,1,1,3,Modéré
714576183,Client actuel,47,M,4,Licence,Marié(e),$80K - $120K,Blue,36,3,2,2030,23,0.094,0,0,0,1,1,2,Modéré
721425558,Client actuel,52,M,2,Licence,Célibataire,$120K +,Blue,37,3,2,0,37,0.0,0,0,1,1,1,3,Modéré
711109908,Client actuel,43,F,4,Sans diplôme,Marié(e),Moins de $40K,Blue,36,1,1,2475,31,0.256,0,0,0,1,0,1,Faible
715203108,Client actuel,63,M,2,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,36,2,2,930,28,0.186,0,0,0,1,0,1,Faible
710027508,Client actuel,61,M,0,Licence,Célibataire,$60K - $80K,Blue,54,2,0,1047,33,0.648,0,0,0,1,0,1,Faible
787464408,Client actuel,53,M,2,Sans diplôme,Célibataire,$60K - $80K,Blue,40,2,2,0,29,0.0,0,0,1,1,1,3,Modéré
783542133,Client actuel,53,F,3,Licence,Marié(e),Moins de $40K,Blue,47,6,2,2223,42,0.806,1,0,0,1,0,2,Modéré
714426783,Client actuel,38,F,2,Licence,Célibataire,Non connu,Blue,31,3,2,2154,29,0.153,0,0,0,1,1,2,Modéré
712701333,Client actuel,53,M,3,Lycée (équivalent baccalauréat),Marié(e),$60K - $80K,Blue,43,3,2,2169,27,0.412,0,0,0,1,0,1,Faible
709494483,Client actuel,63,F,0,Non connu,Marié(e),Moins de $40K,Blue,54,2,1,1912,36,0.79,0,0,0,1,0,1,Faible
773373108,Client actuel,49,F,4,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,43,2,0,2070,28,0.732,0,0,0,1,0,1,Faible
715812258,Client actuel,45,M,2,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,34,5,2,1539,33,0.123,1,0,0,1,1,3,Modéré
778286433,Client actuel,67,M,0,Licence,Marié(e),$40K - $60K,Blue,56,2,1,1297,55,0.221,0,0,0,0,0,0,Faible
789270033,Client actuel,48,M,3,Licence,Célibataire,$80K - $120K,Silver,37,2,3,0,13,0.0,0,0,1,1,1,3,Modéré
711569433,Client actuel,51,F,2,Sans diplôme,Divorcé(e),Moins de $40K,Blue,38,1,2,1926,22,0.2,0,0,0,1,0,1,Faible
720214833,Client actuel,52,M,2,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Silver,40,3,3,2177,23,0.063,0,0,0,1,1,2,Modéré
709346133,Client actuel,55,F,2,Sans diplôme,Marié(e),Non connu,Blue,35,3,0,2376,23,0.785,0,0,0,1,0,1,Faible
788194458,Client actuel,34,M,3,Lycée (équivalent baccalauréat),Marié(e),$60K - $80K,Blue,26,3,3,2517,35,0.771,0,0,0,1,0,1,Faible
720779733,Client actuel,56,M,1,Sans diplôme,Célibataire,$120K +,Blue,36,2,2,1355,49,0.224,0,0,0,0,0,0,Faible
717424458,Client actuel,44,F,2,Master,Marié(e),Moins de $40K,Blue,36,3,2,1823,22,0.795,0,0,0,1,0,1,Faible
708820308,Client actuel,47,M,3,Master,Non connu,$80K - $120K,Blue,36,2,2,2505,31,0.187,0,0,0,1,0,1,Faible
710558058,Client actuel,46,F,3,Non connu,Marié(e),Moins de $40K,Blue,38,3,3,2517,36,0.583,0,0,0,1,0,1,Faible
770590758,Client actuel,43,F,3,Licence,Célibataire,$40K - $60K,Blue,29,2,0,1069,16,0.316,0,0,0,1,0,1,Faible
718490658,Client actuel,50,F,1,Licence,Célibataire,Moins de $40K,Blue,36,1,3,2242,28,0.447,0,0,0,1,0,1,Faible
711985833,Client actuel,38,F,4,Sans diplôme,Célibataire,Moins de $40K,Blue,30,1,0,1605,46,0.625,0,0,0,0,0,0,Faible
708967608,Client actuel,53,F,1,Licence,Célibataire,Moins de $40K,Blue,45,1,2,1785,24,0.514,0,0,0,1,0,1,Faible
718505958,Client actuel,43,M,5,Licence,Divorcé(e),$120K +,Silver,31,3,3,1699,38,0.049,0,0,0,1,1,2,Modéré
715024233,Client actuel,53,M,1,Lycée (équivalent baccalauréat),Célibataire,$120K +,Blue,36,3,2,1844,32,0.557,0,0,0,1,0,1,Faible
779249583,Client actuel,56,F,1,Licence,Marié(e),Moins de $40K,Blue,38,3,3,2462,29,0.955,0,0,0,1,0,1,Faible
778928283,Client actuel,57,F,3,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,39,2,1,2321,32,0.846,0,0,0,1,0,1,Faible
712299858,Client actuel,62,M,1,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,53,3,3,1571,38,0.756,0,0,0,1,0,1,Faible
799224108,Client actuel,46,F,4,Licence,Célibataire,Moins de $40K,Blue,40,1,2,1942,43,0.31,0,0,0,1,0,1,Faible
809976033,Client actuel,49,M,2,Sans diplôme,Célibataire,$60K - $80K,Blue,44,3,0,1560,25,0.2,0,0,0,1,0,1,Faible
716203308,Client actuel,52,M,3,Licence,Célibataire,$80K - $120K,Blue,42,3,3,1692,22,0.62,0,0,0,1,0,1,Faible
716139933,Client actuel,54,M,0,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,36,1,2,1710,49,0.105,0,0,0,0,1,1,Faible
716984658,Client actuel,49,M,1,Licence,Célibataire,$120K +,Blue,39,2,3,0,31,0.0,0,0,1,1,1,3,Modéré
713086008,Client actuel,58,F,3,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,47,1,0,2439,34,0.935,0,0,0,1,0,1,Faible
713773458,Client actuel,52,M,2,Lycée (équivalent baccalauréat),Célibataire,$60K - $80K,Blue,45,3,2,1173,32,0.155,0,0,0,1,1,2,Modéré
719242533,Client actuel,41,M,5,Lycée (équivalent baccalauréat),Marié(e),$60K - $80K,Blue,33,3,3,2517,38,0.111,0,0,0,1,1,2,Modéré
772712658,Client actuel,62,F,0,Sans diplôme,Marié(e),Moins de $40K,Blue,50,1,2,1648,34,0.435,0,0,0,1,0,1,Faible
788868858,Client actuel,54,M,2,Licence,Marié(e),Moins de $40K,Blue,39,4,2,2517,32,0.932,1,0,0,1,0,2,Modéré
811898133,Client actuel,40,F,3,Lycée (équivalent baccalauréat),Divorcé(e),Moins de $40K,Blue,35,1,3,2117,32,0.829,0,0,0,1,0,1,Faible
788808633,Client actuel,43,M,3,Licence,Célibataire,$80K - $120K,Blue,26,3,2,1090,29,0.463,0,0,0,1,0,1,Faible
779804208,Client actuel,53,F,2,Licence,Célibataire,$40K - $60K,Blue,42,2,0,0,39,0.0,0,0,1,1,1,3,Modéré
781391058,Client actuel,55,M,1,Sans diplôme,Célibataire,$40K - $60K,Blue,49,3,2,1375,38,0.953,0,0,0,1,0,1,Faible
790134408,Client actuel,46,M,4,Licence,Célibataire,$60K - $80K,Blue,39,2,3,755,22,0.07,0,0,0,1,1,2,Modéré
788853258,Client actuel,41,M,1,Sans diplôme,Célibataire,$60K - $80K,Blue,25,2,0,1503,39,0.188,0,0,0,1,0,1,Faible
711857733,Client actuel,49,M,3,Sans diplôme,Célibataire,$60K - $80K,Blue,32,2,2,2517,34,0.135,0,0,0,1,1,2,Modéré
822969858,Client actuel,61,F,0,Licence,Marié(e),Non connu,Blue,56,1,3,1465,31,0.262,0,0,0,1,0,1,Faible
719554758,Client actuel,46,M,2,Sans diplôme,Célibataire,$80K - $120K,Blue,38,3,2,2165,32,0.063,0,0,0,1,1,2,Modéré
711643458,Client actuel,50,F,1,Sans diplôme,Marié(e),Moins de $40K,Blue,43,3,4,0,41,0.0,0,1,1,1,1,4,Élevé
788830683,Client actuel,40,M,2,Licence,Célibataire,$80K - $120K,Blue,24,1,0,2031,31,0.82,0,0,0,1,0,1,Faible
807030858,Client actuel,51,M,4,Lycée (équivalent baccalauréat),Célibataire,$120K +,Blue,46,3,3,2274,47,0.066,0,0,0,0,1,1,Faible
793059108,Client actuel,50,F,2,Licence,Marié(e),$40K - $60K,Blue,44,2,3,1440,22,0.616,0,0,0,1,0,1,Faible
716568708,Client actuel,47,F,2,Licence,Marié(e),Moins de $40K,Blue,36,3,2,0,27,0.0,0,0,1,1,1,3,Modéré
828281733,Client actuel,43,M,4,Non connu,Marié(e),$120K +,Blue,39,3,3,848,23,0.057,0,0,0,1,1,2,Modéré
717229158,Client actuel,36,F,4,Licence,Marié(e),$40K - $60K,Blue,36,3,3,969,15,0.595,0,0,0,1,0,1,Faible
715915458,Client actuel,47,F,2,Licence,Marié(e),Moins de $40K,Blue,34,2,2,1644,31,0.521,0,0,0,1,0,1,Faible
819129858,Client actuel,46,F,2,Licence,Célibataire,Moins de $40K,Blue,41,3,0,1270,31,0.268,0,0,0,1,0,1,Faible
713441958,Client actuel,46,M,2,Lycée (équivalent baccalauréat),Célibataire,$120K +,Blue,36,3,2,1785,25,0.09,0,0,0,1,1,2,Modéré
719091333,Client actuel,52,M,0,Sans diplôme,Célibataire,$60K - $80K,Blue,36,3,2,793,27,0.035,0,0,0,1,1,2,Modéré
708666258,Client actuel,43,M,4,Non connu,Marié(e),$40K - $60K,Blue,36,3,0,1799,33,0.221,0,0,0,1,0,1,Faible
714914583,Client actuel,40,F,4,Licence,Célibataire,Moins de $40K,Blue,27,2,3,1521,30,0.405,0,0,0,1,0,1,Faible
714363858,Client actuel,54,F,4,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,36,5,3,1411,35,0.885,1,0,0,1,0,2,Modéré
721347408,Client actuel,55,F,1,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,43,2,0,1403,39,0.546,0,0,0,1,0,1,Faible
809608533,Client actuel,49,F,4,Master,Célibataire,Non connu,Blue,44,3,2,1586,48,0.087,0,0,0,0,1,1,Faible
772047183,Client actuel,45,M,4,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,34,3,3,1766,24,0.569,0,0,0,1,0,1,Faible
714217908,Client actuel,49,M,3,Licence,Marié(e),$40K - $60K,Blue,41,3,2,1560,32,0.648,0,0,0,1,0,1,Faible
714819183,Client actuel,63,M,1,Sans diplôme,Célibataire,$80K - $120K,Blue,36,2,3,1955,28,0.08,0,0,0,1,1,2,Modéré
716455683,Client actuel,40,F,3,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Gold,36,2,3,726,28,0.047,0,0,0,1,1,2,Modéré
710865633,Client actuel,41,F,2,Licence,Marié(e),Moins de $40K,Silver,33,2,0,2250,29,0.183,0,0,0,1,0,1,Faible
752952108,Client actuel,37,M,4,Licence,Marié(e),$80K - $120K,Blue,26,2,3,1818,37,0.639,0,0,0,1,0,1,Faible
712595433,Client actuel,58,M,2,Sans diplôme,Non connu,$120K +,Blue,49,2,3,1794,37,0.183,0,0,0,1,0,1,Faible
714982383,Client actuel,55,M,2,Lycée (équivalent baccalauréat),Célibataire,$60K - $80K,Blue,36,3,3,2381,23,0.329,0,0,0,1,0,1,Faible
813814008,Client actuel,53,F,1,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,48,3,2,1576,37,0.678,0,0,0,1,0,1,Faible
794545983,Client actuel,57,M,2,Licence,Célibataire,$80K - $120K,Blue,40,2,3,1980,34,0.162,0,0,0,1,0,1,Faible
715585158,Client actuel,58,M,1,Licence,Célibataire,$60K - $80K,Blue,46,3,2,1617,25,0.161,0,0,0,1,1,2,Modéré
810449883,Client actuel,64,M,0,Non connu,Marié(e),Moins de $40K,Blue,56,1,0,1915,27,0.865,0,0,0,1,0,1,Faible
789863208,Client actuel,54,F,2,Licence,Marié(e),Moins de $40K,Blue,44,2,3,1480,37,0.73,0,0,0,1,0,1,Faible
715022133,Client actuel,53,M,2,Licence,Célibataire,$60K - $80K,Blue,47,2,2,1162,26,0.183,0,0,0,1,0,1,Faible
712506708,Client actuel,39,F,3,Niveau Bac+2,Célibataire,Moins de $40K,Blue,25,1,2,2008,53,0.512,0,0,0,0,0,0,Faible
715699983,Client actuel,56,M,3,Lycée (équivalent baccalauréat),Marié(e),$60K - $80K,Blue,36,1,3,1233,29,0.134,0,0,0,1,1,2,Modéré
818942433,Client actuel,54,F,4,Non connu,Divorcé(e),Moins de $40K,Blue,49,1,1,1288,33,0.137,0,0,0,1,1,2,Modéré
712459233,Client actuel,59,F,1,Master,Marié(e),$40K - $60K,Blue,46,3,3,1346,57,0.692,0,0,0,0,0,0,Faible
716545383,Client actuel,42,M,3,Sans diplôme,Célibataire,$40K - $60K,Blue,36,1,0,1554,38,0.162,0,0,0,1,0,1,Faible
721144383,Client actuel,42,M,4,Licence,Marié(e),$60K - $80K,Silver,28,1,2,843,38,0.03,0,0,0,1,1,2,Modéré
821837958,Client actuel,43,M,3,Niveau Bac+2,Non connu,$80K - $120K,Blue,39,3,1,1662,25,0.067,0,0,0,1,1,2,Modéré
804359133,Client actuel,55,M,0,Lycée (équivalent baccalauréat),Célibataire,$120K +,Blue,49,3,3,2233,27,0.587,0,0,0,1,0,1,Faible
713308683,Client actuel,52,M,1,Sans diplôme,Célibataire,$80K - $120K,Blue,37,2,2,1306,39,0.478,0,0,0,1,0,1,Faible
788780958,Client actuel,46,M,1,Sans diplôme,Non connu,$40K - $60K,Blue,27,3,3,1253,21,0.098,0,0,0,1,1,2,Modéré
798473808,Client actuel,48,M,3,Niveau Bac+2,Marié(e),$80K - $120K,Blue,42,3,0,0,32,0.0,0,0,1,1,1,3,Modéré
712372158,Client actuel,45,M,4,Non connu,Marié(e),$120K +,Blue,33,1,3,2086,47,0.06,0,0,0,0,1,1,Faible
715192308,Client actuel,48,M,2,Lycée (équivalent baccalauréat),Célibataire,$120K +,Blue,36,5,2,2094,28,0.07,1,0,0,1,1,3,Modéré
708813033,Client actuel,47,M,1,Licence,Célibataire,$40K - $60K,Blue,36,3,0,2033,37,0.312,0,0,0,1,0,1,Faible
709311633,Client actuel,41,M,2,Licence,Non connu,$60K - $80K,Silver,36,2,0,0,39,0.0,0,0,1,1,1,3,Modéré
709470858,Client actuel,51,M,4,Niveau Bac+2,Marié(e),$120K +,Silver,31,2,1,1254,25,0.036,0,0,0,1,1,2,Modéré
717292758,Client actuel,55,F,2,Licence,Célibataire,Moins de $40K,Blue,47,3,2,0,44,0.0,0,0,1,1,1,3,Modéré
779241783,Client actuel,67,M,1,Sans diplôme,Marié(e),$40K - $60K,Blue,49,3,2,1675,38,0.539,0,0,0,1,0,1,Faible
715205358,Client actuel,39,M,1,Licence,Célibataire,$60K - $80K,Blue,31,1,1,913,35,0.36,0,0,0,1,0,1,Faible
