N° du client,Statut du client,Âge du client,Genre du client,Nb de personnes à charge,Niveau de diplôme,Statut marital,Catégorie du revenu annuel,Type de carte,Durée d'engagement en mois,Nb de mois inactif,Nb d'interactions,Montant crédit renouvellé,Nb de transactions,Utilisation moyenne de la carte
793636308,Client actuel,49,M,3,Sans diplôme,Célibataire,$80K - $120K,Blue,43,2,2,1650,33,0.355
713779908,Client actuel,46,F,3,Doctorat,Célibataire,Non connu,Blue,36,3,2,1666,36,0.761
712125258,Client perdu,46,M,4,Lycée (équivalent baccalauréat),Marié(e),$120K +,Blue,30,5,3,0,19,0.0
709703433,Client actuel,47,M,3,Licence,Marié(e),$60K - $80K,Blue,38,1,2,1532,25,0.072
721022433,Client actuel,44,M,2,Doctorat,Célibataire,$60K - $80K,Blue,36,1,2,2480,35,0.327
710103558,Client actuel,50,M,3,Master,Célibataire,$120K +,Blue,31,1,2,1486,28,0.459
715952883,Client actuel,73,M,0,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,36,3,2,1125,34,0.252
719731458,Client actuel,56,M,3,Non connu,Non connu,$40K - $60K,Blue,46,3,4,709,27,0.244
772390908,Client perdu,59,M,0,Lycée (équivalent baccalauréat),Célibataire,$60K - $80K,Blue,48,6,3,1054,17,0.291
787348608,Client actuel,70,M,0,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,56,2,3,1495,15,0.46
709485033,Client actuel,55,F,2,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,36,3,3,1152,26,0.489
715432608,Client actuel,43,M,4,Non connu,Célibataire,$60K - $80K,Blue,36,1,0,953,34,0.043
799471833,Client actuel,45,M,1,Sans diplôme,Célibataire,$120K +,Blue,39,2,2,1510,38,0.482
714187533,Client actuel,45,F,2,Sans diplôme,Célibataire,$40K - $60K,Blue,35,3,0,849,28,0.24
779656908,Client actuel,40,M,1,Licence,Marié(e),$40K - $60K,Blue,23,3,2,1378,29,0.197
788950158,Client actuel,36,M,2,Niveau Bac+2,Non connu,$80K - $120K,Blue,22,2,3,1652,39,0.048
778867533,Client perdu,59,F,0,Master,Marié(e),$60K - $80K,Blue,40,6,1,0,23,0.0
710620383,Client actuel,43,M,4,Non connu,Marié(e),$60K - $80K,Blue,35,3,2,1171,17,0.048
778661358,Client actuel,46,F,1,Non connu,Marié(e),Moins de $40K,Blue,36,3,2,2143,40,0.866
789483333,Client actuel,41,M,2,Sans diplôme,Marié(e),$40K - $60K,Blue,32,1,3,795,23,0.152
809855808,Client actuel,51,F,2,Licence,Marié(e),Moins de $40K,Blue,46,2,2,1650,20,0.317
718464258,Client actuel,51,F,3,Non connu,Non connu,Moins de $40K,Blue,25,2,2,1082,22,0.114
708528483,Client actuel,43,F,4,Licence,Divorcé(e),Non connu,Blue,23,3,2,2430,33,0.762
771809733,Client perdu,64,F,0,Lycée (équivalent baccalauréat),Marié(e),$60K - $80K,Blue,53,5,3,0,18,0.0
719942883,Client actuel,54,M,5,Licence,Marié(e),$60K - $80K,Blue,38,3,3,1434,18,0.626
807226683,Client actuel,48,M,3,Non connu,Célibataire,$40K - $60K,Blue,43,1,3,1115,41,0.211
717806133,Client actuel,40,M,2,Sans diplôme,Divorcé(e),$60K - $80K,Blue,29,3,0,0,31,0.0
720615708,Client actuel,57,M,0,Sans diplôme,Marié(e),$40K - $60K,Blue,45,2,2,0,32,0.0
714511758,Client actuel,45,M,4,Licence,Marié(e),$80K - $120K,Blue,40,3,0,1029,16,0.162
715050408,Client actuel,41,M,3,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,36,3,3,1576,32,0.196
721132233,Client actuel,42,F,4,Sans diplôme,Marié(e),Moins de $40K,Blue,31,2,2,1769,30,0.734
719211558,Client perdu,45,M,2,Licence,Célibataire,$60K - $80K,Blue,36,1,2,0,18,0.0
712069008,Client actuel,42,F,4,Sans diplôme,Marié(e),Moins de $40K,Blue,23,2,0,1007,33,0.446
715996983,Client actuel,47,M,4,Sans diplôme,Divorcé(e),$80K - $120K,Blue,30,2,2,2481,31,0.14
773466258,Client actuel,48,F,4,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,42,1,3,1100,22,0.262
798983508,Client actuel,43,M,1,Licence,Célibataire,$80K - $120K,Silver,37,3,2,1440,34,0.042
719117433,Client actuel,41,M,4,Lycée (équivalent baccalauréat),Non connu,$80K - $120K,Blue,36,3,0,2168,24,0.094
716451183,Client actuel,54,F,1,Sans diplôme,Marié(e),$40K - $60K,Blue,44,2,3,1711,21,0.308
718621608,Client perdu,54,F,2,Lycée (équivalent baccalauréat),Marié(e),Non connu,Blue,44,5,1,0,14,0.0
715085733,Client actuel,61,M,0,Licence,Marié(e),$40K - $60K,Blue,52,1,2,1999,33,0.68
788977833,Client actuel,61,M,0,Sans diplôme,Célibataire,$80K - $120K,Blue,48,1,0,1274,41,0.238
720272958,Client perdu,48,M,2,Lycée (équivalent baccalauréat),Marié(e),$120K +,Blue,36,5,3,0,25,0.0
708421833,Client actuel,45,F,4,Licence,Célibataire,Moins de $40K,Blue,36,3,2,2517,30,0.753
709173108,Client perdu,54,F,4,Licence,Marié(e),Non connu,Blue,40,2,2,2221,21,0.877
709879458,Client actuel,54,F,3,Doctorat,Marié(e),Non connu,Blue,46,2,3,1376,45,0.724
715120608,Client actuel,44,M,3,Licence,Célibataire,$60K - $80K,Blue,37,3,2,1703,27,0.117
770632758,Client actuel,50,F,4,Doctorat,Célibataire,Non connu,Blue,36,3,2,1608,33,0.638
779078733,Client actuel,55,M,2,Doctorat,Célibataire,$60K - $80K,Blue,36,4,3,1682,36,0.102
771742533,Client actuel,48,M,2,Licence,Non connu,$40K - $60K,Blue,36,1,2,1718,28,0.131
720250158,Client actuel,45,M,2,Niveau Bac+2,Célibataire,$60K - $80K,Blue,33,3,0,1814,37,0.078
716458983,Client actuel,60,M,0,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,36,1,3,837,29,0.255
713747733,Client actuel,55,M,2,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,47,3,2,2217,41,0.716
712270158,Client actuel,62,F,0,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,52,2,3,1250,31,0.609
789562383,Client actuel,38,F,1,Lycée (équivalent baccalauréat),Non connu,Moins de $40K,Blue,30,3,0,583,24,0.405
754897008,Client actuel,46,M,3,Lycée (équivalent baccalauréat),Célibataire,$40K - $60K,Blue,39,3,2,1418,26,0.15
819700533,Client actuel,50,M,0,Lycée (équivalent baccalauréat),Célibataire,$120K +,Silver,45,2,3,2303,27,0.154
712890408,Client actuel,45,M,2,Sans diplôme,Célibataire,$60K - $80K,Blue,36,3,2,1343,30,0.605
720248208,Client actuel,47,M,3,Master,Divorcé(e),$60K - $80K,Blue,37,3,0,1577,26,0.275
779749908,Client actuel,48,M,4,Niveau Bac+2,Marié(e),$60K - $80K,Gold,33,2,3,2061,32,0.06
717401883,Client actuel,35,M,3,Sans diplôme,Marié(e),$60K - $80K,Blue,22,2,2,1130,44,0.162
721509558,Client actuel,51,M,2,Licence,Célibataire,$120K +,Blue,42,3,0,1707,40,0.07
710572458,Client actuel,36,F,3,Lycée (équivalent baccalauréat),Marié(e),Non connu,Blue,24,1,1,0,43,0.0
714576183,Client actuel,47,M,4,Licence,Marié(e),$80K - $120K,Blue,36,3,2,2030,23,0.094
721425558,Client actuel,52,M,2,Licence,Célibataire,$120K +,Blue,37,3,2,0,37,0.0
711109908,Client actuel,43,F,4,Sans diplôme,Marié(e),Moins de $40K,Blue,36,1,1,2475,31,0.256
715203108,Client actuel,63,M,2,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,36,2,2,930,28,0.186
710027508,Client actuel,61,M,0,Licence,Célibataire,$60K - $80K,Blue,54,2,0,1047,33,0.648
787464408,Client actuel,53,M,2,Sans diplôme,Célibataire,$60K - $80K,Blue,40,2,2,0,29,0.0
783542133,Client actuel,53,F,3,Licence,Marié(e),Moins de $40K,Blue,47,6,2,2223,42,0.806
708330858,Client perdu,57,M,3,Licence,Marié(e),$120K +,Blue,38,5,3,1381,11,0.167
714426783,Client actuel,38,F,2,Licence,Célibataire,Non connu,Blue,31,3,2,2154,29,0.153
712701333,Client actuel,53,M,3,Lycée (équivalent baccalauréat),Marié(e),$60K - $80K,Blue,43,3,2,2169,27,0.412
709494483,Client actuel,63,F,0,Non connu,Marié(e),Moins de $40K,Blue,54,2,1,1912,36,0.79
773373108,Client actuel,49,F,4,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,43,2,0,2070,28,0.732
715812258,Client actuel,45,M,2,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,34,5,2,1539,33,0.123
778286433,Client actuel,67,M,0,Licence,Marié(e),$40K - $60K,Blue,56,2,1,1297,55,0.221
789270033,Client actuel,48,M,3,Licence,Célibataire,$80K - $120K,Silver,37,2,3,0,13,0.0
711569433,Client actuel,51,F,2,Sans diplôme,Divorcé(e),Moins de $40K,Blue,38,1,2,1926,22,0.2
720214833,Client actuel,52,M,2,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Silver,40,3,3,2177,23,0.063
709346133,Client actuel,55,F,2,Sans diplôme,Marié(e),Non connu,Blue,35,3,0,2376,23,0.785
788194458,Client actuel,34,M,3,Lycée (équivalent baccalauréat),Marié(e),$60K - $80K,Blue,26,3,3,2517,35,0.771
720779733,Client actuel,56,M,1,Sans diplôme,Célibataire,$120K +,Blue,36,2,2,1355,49,0.224
717424458,Client actuel,44,F,2,Master,Marié(e),Moins de $40K,Blue,36,3,2,1823,22,0.795
708820308,Client actuel,47,M,3,Master,Non connu,$80K - $120K,Blue,36,2,2,2505,31,0.187
710558058,Client actuel,46,F,3,Non connu,Marié(e),Moins de $40K,Blue,38,3,3,2517,36,0.583
770590758,Client actuel,43,F,3,Licence,Célibataire,$40K - $60K,Blue,29,2,0,1069,16,0.316
718490658,Client actuel,50,F,1,Licence,Célibataire,Moins de $40K,Blue,36,1,3,2242,28,0.447
711985833,Client actuel,38,F,4,Sans diplôme,Célibataire,Moins de $40K,Blue,30,1,0,1605,46,0.625
708967608,Client actuel,53,F,1,Licence,Célibataire,Moins de $40K,Blue,45,1,2,1785,24,0.514
718505958,Client actuel,43,M,5,Licence,Divorcé(e),$120K +,Silver,31,3,3,1699,38,0.049
715024233,Client actuel,53,M,1,Lycée (équivalent baccalauréat),Célibataire,$120K +,Blue,36,3,2,1844,32,0.557
779249583,Client actuel,56,F,1,Licence,Marié(e),Moins de $40K,Blue,38,3,3,2462,29,0.955
709278258,Client perdu,54,M,2,Non connu,Marié(e),$40K - $60K,Blue,44,5,2,2517,26,0.867
778928283,Client actuel,57,F,3,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,39,2,1,2321,32,0.846
712299858,Client actuel,62,M,1,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,53,3,3,1571,38,0.756
799224108,Client actuel,46,F,4,Licence,Célibataire,Moins de $40K,Blue,40,1,2,1942,43,0.31
809976033,Client actuel,49,M,2,Sans diplôme,Célibataire,$60K - $80K,Blue,44,3,0,1560,25,0.2
716203308,Client actuel,52,M,3,Licence,Célibataire,$80K - $120K,Blue,42,3,3,1692,22,0.62
714871683,Client perdu,58,M,1,Sans diplôme,Marié(e),$40K - $60K,Blue,36,5,3,537,13,0.373
716139933,Client actuel,54,M,0,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,36,1,2,1710,49,0.105
716984658,Client actuel,49,M,1,Licence,Célibataire,$120K +,Blue,39,2,3,0,31,0.0
713086008,Client actuel,58,F,3,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,47,1,0,2439,34,0.935
713773458,Client actuel,52,M,2,Lycée (équivalent baccalauréat),Célibataire,$60K - $80K,Blue,45,3,2,1173,32,0.155
719242533,Client actuel,41,M,5,Lycée (équivalent baccalauréat),Marié(e),$60K - $80K,Blue,33,3,3,2517,38,0.111
772712658,Client actuel,62,F,0,Sans diplôme,Marié(e),Moins de $40K,Blue,50,1,2,1648,34,0.435
788868858,Client actuel,54,M,2,Licence,Marié(e),Moins de $40K,Blue,39,4,2,2517,32,0.932
811898133,Client actuel,40,F,3,Lycée (équivalent baccalauréat),Divorcé(e),Moins de $40K,Blue,35,1,3,2117,32,0.829
788808633,Client actuel,43,M,3,Licence,Célibataire,$80K - $120K,Blue,26,3,2,1090,29,0.463
779804208,Client actuel,53,F,2,Licence,Célibataire,$40K - $60K,Blue,42,2,0,0,39,0.0
781391058,Client actuel,55,M,1,Sans diplôme,Célibataire,$40K - $60K,Blue,49,3,2,1375,38,0.953
790134408,Client actuel,46,M,4,Licence,Célibataire,$60K - $80K,Blue,39,2,3,755,22,0.07
788853258,Client actuel,41,M,1,Sans diplôme,Célibataire,$60K - $80K,Blue,25,2,0,1503,39,0.188
711857733,Client actuel,49,M,3,Sans diplôme,Célibataire,$60K - $80K,Blue,32,2,2,2517,34,0.135
822969858,Client actuel,61,F,0,Licence,Marié(e),Non connu,Blue,56,1,3,1465,31,0.262
719554758,Client actuel,46,M,2,Sans diplôme,Célibataire,$80K - $120K,Blue,38,3,2,2165,32,0.063
711643458,Client actuel,50,F,1,Sans diplôme,Marié(e),Moins de $40K,Blue,43,3,4,0,41,0.0
788830683,Client actuel,40,M,2,Licence,Célibataire,$80K - $120K,Blue,24,1,0,2031,31,0.82
807030858,Client actuel,51,M,4,Lycée (équivalent baccalauréat),Célibataire,$120K +,Blue,46,3,3,2274,47,0.066
793059108,Client actuel,50,F,2,Licence,Marié(e),$40K - $60K,Blue,44,2,3,1440,22,0.616
716568708,Client actuel,47,F,2,Licence,Marié(e),Moins de $40K,Blue,36,3,2,0,27,0.0
828281733,Client actuel,43,M,4,Non connu,Marié(e),$120K +,Blue,39,3,3,848,23,0.057
717229158,Client actuel,36,F,4,Licence,Marié(e),$40K - $60K,Blue,36,3,3,969,15,0.595
715915458,Client actuel,47,F,2,Licence,Marié(e),Moins de $40K,Blue,34,2,2,1644,31,0.521
819129858,Client actuel,46,F,2,Licence,Célibataire,Moins de $40K,Blue,41,3,0,1270,31,0.268
713441958,Client actuel,46,M,2,Lycée (équivalent baccalauréat),Célibataire,$120K +,Blue,36,3,2,1785,25,0.09
719091333,Client actuel,52,M,0,Sans diplôme,Célibataire,$60K - $80K,Blue,36,3,2,793,27,0.035
708666258,Client actuel,43,M,4,Non connu,Marié(e),$40K - $60K,Blue,36,3,0,1799,33,0.221
714914583,Client actuel,40,F,4,Licence,Célibataire,Moins de $40K,Blue,27,2,3,1521,30,0.405
714363858,Client actuel,54,F,4,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,36,5,3,1411,35,0.885
721347408,Client actuel,55,F,1,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,43,2,0,1403,39,0.546
809608533,Client actuel,49,F,4,Master,Célibataire,Non connu,Blue,44,3,2,1586,48,0.087
772047183,Client actuel,45,M,4,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,34,3,3,1766,24,0.569
714217908,Client actuel,49,M,3,Licence,Marié(e),$40K - $60K,Blue,41,3,2,1560,32,0.648
714819183,Client actuel,63,M,1,Sans diplôme,Célibataire,$80K - $120K,Blue,36,2,3,1955,28,0.08
716455683,Client actuel,40,F,3,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Gold,36,2,3,726,28,0.047
710865633,Client actuel,41,F,2,Licence,Marié(e),Moins de $40K,Silver,33,2,0,2250,29,0.183
752952108,Client actuel,37,M,4,Licence,Marié(e),$80K - $120K,Blue,26,2,3,1818,37,0.639
712595433,Client actuel,58,M,2,Sans diplôme,Non connu,$120K +,Blue,49,2,3,1794,37,0.183
714982383,Client actuel,55,M,2,Lycée (équivalent baccalauréat),Célibataire,$60K - $80K,Blue,36,3,3,2381,23,0.329
813814008,Client actuel,53,F,1,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,48,3,2,1576,37,0.678
794545983,Client actuel,57,M,2,Licence,Célibataire,$80K - $120K,Blue,40,2,3,1980,34,0.162
708288108,Client perdu,43,M,4,Master,Non connu,$80K - $120K,Blue,30,6,3,1547,15,0.274
715585158,Client actuel,58,M,1,Licence,Célibataire,$60K - $80K,Blue,46,3,2,1617,25,0.161
810449883,Client actuel,64,M,0,Non connu,Marié(e),Moins de $40K,Blue,56,1,0,1915,27,0.865
789863208,Client actuel,54,F,2,Licence,Marié(e),Moins de $40K,Blue,44,2,3,1480,37,0.73
715022133,Client actuel,53,M,2,Licence,Célibataire,$60K - $80K,Blue,47,2,2,1162,26,0.183
712506708,Client actuel,39,F,3,Niveau Bac+2,Célibataire,Moins de $40K,Blue,25,1,2,2008,53,0.512
715699983,Client actuel,56,M,3,Lycée (équivalent baccalauréat),Marié(e),$60K - $80K,Blue,36,1,3,1233,29,0.134
818942433,Client actuel,54,F,4,Non connu,Divorcé(e),Moins de $40K,Blue,49,1,1,1288,33,0.137
712459233,Client actuel,59,F,1,Master,Marié(e),$40K - $60K,Blue,46,3,3,1346,57,0.692
716545383,Client actuel,42,M,3,Sans diplôme,Célibataire,$40K - $60K,Blue,36,1,0,1554,38,0.162
721144383,Client actuel,42,M,4,Licence,Marié(e),$60K - $80K,Silver,28,1,2,843,38,0.03
821837958,Client actuel,43,M,3,Niveau Bac+2,Non connu,$80K - $120K,Blue,39,3,1,1662,25,0.067
804359133,Client actuel,55,M,0,Lycée (équivalent baccalauréat),Célibataire,$120K +,Blue,49,3,3,2233,27,0.587
713308683,Client actuel,52,M,1,Sans diplôme,Célibataire,$80K - $120K,Blue,37,2,2,1306,39,0.478
788780958,Client actuel,46,M,1,Sans diplôme,Non connu,$40K - $60K,Blue,27,3,3,1253,21,0.098
717354558,Client perdu,57,M,2,Sans diplôme,Marié(e),$120K +,Blue,40,4,3,1120,17,0.361
798473808,Client actuel,48,M,3,Niveau Bac+2,Marié(e),$80K - $120K,Blue,42,3,0,0,32,0.0
712372158,Client actuel,45,M,4,Non connu,Marié(e),$120K +,Blue,33,1,3,2086,47,0.06
715192308,Client actuel,48,M,2,Lycée (équivalent baccalauréat),Célibataire,$120K +,Blue,36,5,2,2094,28,0.07
708813033,Client actuel,47,M,1,Licence,Célibataire,$40K - $60K,Blue,36,3,0,2033,37,0.312
714639783,Client perdu,42,M,3,Niveau Bac+2,Marié(e),$60K - $80K,Blue,34,4,3,0,18,0.0
709311633,Client actuel,41,M,2,Licence,Non connu,$60K - $80K,Silver,36,2,0,0,39,0.0
709470858,Client actuel,51,M,4,Niveau Bac+2,Marié(e),$120K +,Silver,31,2,1,1254,25,0.036
717292758,Client actuel,55,F,2,Licence,Célibataire,Moins de $40K,Blue,47,3,2,0,44,0.0
779241783,Client actuel,67,M,1,Sans diplôme,Marié(e),$40K - $60K,Blue,49,3,2,1675,38,0.539
715205358,Client actuel,39,M,1,Licence,Célibataire,$60K - $80K,Blue,31,1,1,913,35,0.36
778871508,Client actuel,54,M,3,Master,Célibataire,$60K - $80K,Blue,35,3,0,1954,24,0.15
779462433,Client actuel,55,F,2,Non connu,Marié(e),Moins de $40K,Blue,37,3,1,968,50,0.395
710147958,Client actuel,47,M,3,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Silver,36,2,2,1249,33,0.077
709864833,Client actuel,49,M,2,Master,Célibataire,$60K - $80K,Blue,38,2,0,1965,26,0.243
778868958,Client perdu,42,F,2,Licence,Marié(e),$40K - $60K,Blue,23,5,3,1673,36,0.867
717276708,Client actuel,57,M,2,Non connu,Célibataire,$80K - $120K,Blue,36,3,2,2517,30,0.805
710004933,Client actuel,44,M,5,Sans diplôme,Marié(e),$60K - $80K,Blue,36,3,2,1454,25,0.168
753606108,Client actuel,56,M,3,Non connu,Célibataire,$60K - $80K,Blue,49,1,3,0,22,0.0
710940183,Client perdu,49,F,3,Licence,Marié(e),$40K - $60K,Blue,38,5,2,0,20,0.0
718927533,Client actuel,45,M,3,Licence,Célibataire,$80K - $120K,Blue,32,2,2,2517,42,0.103
719337408,Client actuel,63,M,0,Lycée (équivalent baccalauréat),Célibataire,$60K - $80K,Blue,36,2,3,0,43,0.0
772308408,Client actuel,44,M,3,Licence,Célibataire,$80K - $120K,Blue,33,3,3,785,22,0.19
712981383,Client actuel,44,F,4,Niveau Bac+2,Marié(e),Moins de $40K,Silver,37,2,2,1930,16,0.179
790099758,Client actuel,40,M,3,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,33,3,3,1001,11,0.145
709547658,Client perdu,39,M,2,Sans diplôme,Célibataire,$60K - $80K,Blue,36,5,3,1299,20,0.093
778770783,Client actuel,42,M,4,Lycée (équivalent baccalauréat),Marié(e),$80K - $120K,Blue,30,1,0,1916,21,0.064
713134458,Client actuel,54,M,3,Lycée (équivalent baccalauréat),Marié(e),$120K +,Blue,43,1,1,0,24,0.0
712159083,Client perdu,58,F,4,Non connu,Marié(e),$40K - $60K,Blue,46,5,3,0,35,0.0
713639958,Client actuel,46,F,4,Licence,Divorcé(e),Moins de $40K,Blue,36,3,1,820,41,0.087
771180033,Client actuel,47,F,4,Non connu,Divorcé(e),$40K - $60K,Blue,34,1,2,1851,31,0.529
717916758,Client actuel,67,F,0,Non connu,Marié(e),Non connu,Blue,56,3,3,2388,34,0.227
711089733,Client actuel,50,F,2,Niveau Bac+2,Divorcé(e),Moins de $40K,Blue,36,3,0,0,34,0.0
716988633,Client actuel,55,M,0,Lycée (équivalent baccalauréat),Divorcé(e),$60K - $80K,Blue,46,1,2,0,38,0.0
779031033,Client actuel,46,F,2,Licence,Marié(e),$40K - $60K,Blue,22,1,3,1627,36,0.706
716302383,Client actuel,47,F,4,Sans diplôme,Marié(e),$40K - $60K,Blue,36,1,3,2081,44,0.146
718281408,Client actuel,36,F,2,Non connu,Marié(e),$40K - $60K,Blue,25,1,2,1257,29,0.262
721333233,Client actuel,40,M,4,Doctorat,Divorcé(e),$60K - $80K,Blue,34,2,3,1727,39,0.075
794496033,Client actuel,57,M,2,Non connu,Célibataire,$80K - $120K,Blue,38,1,3,2280,36,0.099
710519433,Client actuel,48,M,1,Non connu,Divorcé(e),$80K - $120K,Blue,36,1,0,2517,40,0.804
814995933,Client actuel,58,F,3,Licence,Marié(e),Moins de $40K,Blue,53,3,2,1794,45,0.309
721469433,Client actuel,48,M,3,Licence,Célibataire,$40K - $60K,Blue,36,2,3,1390,35,0.202
788386908,Client perdu,58,M,3,Licence,Non connu,$80K - $120K,Platinum,41,2,2,1531,29,0.044
717198633,Client actuel,53,F,2,Niveau Bac+2,Marié(e),$40K - $60K,Blue,34,2,1,1469,49,0.708
767695083,Client actuel,50,M,2,Licence,Célibataire,$80K - $120K,Blue,44,3,0,0,37,0.0
711791583,Client perdu,52,F,1,Licence,Célibataire,$40K - $60K,Blue,40,2,2,0,19,0.0
712315683,Client perdu,53,F,2,Sans diplôme,Célibataire,$40K - $60K,Blue,45,1,1,1518,25,0.766
710038008,Client actuel,56,F,1,Licence,Célibataire,$40K - $60K,Blue,47,2,1,0,30,0.0
789129033,Client actuel,44,M,5,Non connu,Marié(e),$80K - $120K,Blue,32,3,2,877,26,0.059
718349058,Client actuel,49,M,3,Lycée (équivalent baccalauréat),Marié(e),$80K - $120K,Blue,39,3,2,1143,21,0.039
789842283,Client perdu,54,M,2,Licence,Marié(e),$60K - $80K,Blue,42,5,2,0,21,0.0
714513033,Client actuel,39,F,1,Non connu,Célibataire,$40K - $60K,Blue,36,1,3,0,23,0.0
714717483,Client actuel,39,F,3,Sans diplôme,Divorcé(e),Non connu,Blue,29,1,2,0,35,0.0
714900408,Client actuel,41,F,4,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,31,1,0,0,39,0.0
719418933,Client perdu,53,M,2,Sans diplôme,Marié(e),$80K - $120K,Blue,36,4,3,0,20,0.0
720115683,Client actuel,47,M,3,Sans diplôme,Marié(e),$80K - $120K,Blue,36,2,2,1565,42,0.053
779504058,Client actuel,46,F,2,Master,Marié(e),Moins de $40K,Blue,28,1,1,1910,25,0.381
795979833,Client actuel,53,F,1,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,47,1,2,1074,31,0.312
717392358,Client actuel,60,M,1,Licence,Célibataire,$80K - $120K,Blue,50,2,2,1078,50,0.046
718640508,Client actuel,59,F,0,Licence,Célibataire,Moins de $40K,Blue,46,1,2,1611,36,0.529
803366358,Client actuel,38,M,1,Non connu,Célibataire,$60K - $80K,Blue,29,2,1,2192,25,0.15
709230708,Client actuel,56,M,4,Sans diplôme,Célibataire,Moins de $40K,Blue,36,2,2,1654,42,0.428
781794708,Client perdu,35,M,3,Master,Non connu,$80K - $120K,Blue,29,1,3,1911,25,0.112
801383808,Client actuel,50,M,3,Licence,Célibataire,$60K - $80K,Blue,44,2,3,839,24,0.036
710677608,Client actuel,53,M,2,Master,Non connu,$80K - $120K,Blue,36,2,0,1208,43,0.041
708217758,Client actuel,63,M,2,Licence,Célibataire,$60K - $80K,Blue,49,2,3,2061,30,0.147
714272658,Client perdu,43,F,2,Sans diplôme,Célibataire,$40K - $60K,Blue,24,5,2,2517,31,0.85
717469158,Client actuel,46,M,2,Non connu,Célibataire,$80K - $120K,Blue,30,3,0,1385,54,0.075
711864783,Client actuel,61,M,1,Sans diplôme,Célibataire,$60K - $80K,Blue,46,3,2,1138,32,0.517
719407983,Client actuel,37,F,0,Master,Marié(e),Moins de $40K,Blue,25,3,2,1483,60,0.72
